,Date of Birth,Information Source,Latitude,Longitude,Name,Place of Birth,Segment,Time Zone,Time of Birth
659,"Sunday, September 25, 1977",Unknown,30 N 56,75 E 52,Divya Dutta,Ludhiana,bollywood,5.5,12:00:00
660,"Wednesday, November 29, 1989",Unknown,21 N 16,81 E 42,Chitrashi Rawat,Raipur,bollywood,5.5,12:00:00
661,"Saturday, January 11, 1969",Unknown,28 N 36,77 E 12,Anu Aggarwal,New Delhi,bollywood,5.5,12:00:00
662,"Monday, June 04, 1984",Unknown,13 N 5,80 E 18,Priyamani,Palakkad,bollywood,5.5,12:00:00
663,"Friday, July 08, 1983",Unknown,28 N 39,77 E 13,Meera Chopra,Delhi,bollywood,5.5,12:00:00
664,"Tuesday, July 08, 1958",Unknown,30 N 43,76 E 47,Neetu Singh,Chandigarh,bollywood,5.5,12:00:00
665,"Sunday, December 14, 1980",Unknown,26 N 55,75 E 52,Juhi Parmar,Rajsthan,bollywood,5.5,12:00:00
666,"Monday, May 11, 1970",Unknown,18 N 58,72 E 50,Pooja Bedi,Mumbai,bollywood,5.5,12:00:00
667,"Thursday, February 01, 1979",Unknown,60 N 28,8 E 28,Mahek Chahal,norway,bollywood,1.0,12:00:00
668,"Tuesday, December 12, 1950",Kundli Sangraha (Tendulkar),13 N 0,77 E 35,Rajnikanth,Bangalore,bollywood,5.5,23:49:00
669,"Sunday, March 14, 1965",Kundli Sangraha (Tendulkar),18 N 58,72 E 50,Aamir Khan,Mumbai,bollywood,5.5,06:15:00
670,"Thursday, February 05, 1976",Lagna Phal (Garg),18 N 58,72 E 50,Abhishek Bachchan,Mumbai,bollywood,5.5,12:00:00
671,"Sunday, September 21, 1980",765 Notable Horoscopes,18 N 58,72 E 50,Kareena Kapoor,Mumbai,bollywood,5.5,14:17:00
672,"Wednesday, July 29, 1959",Kundli Sangraha (Bhat),18 N 58,72 E 50,Sanjay Dutt,Mumbai,bollywood,5.5,15:00:00
673,"Tuesday, December 29, 1942",Kundli Sangraha (Bhat),31 N 35,74 E 56,Rajesh Khanna,Amritsar,bollywood,5.5,17:45:00
674,"Sunday, August 15, 1943",765 Notable Horoscopes,22 N 30,88 E 20,Raakhee Gulzar-1,Calcutta,bollywood,5.5,22:30:00
675,"Sunday, August 15, 1943",Kundli Sangraha (Bhat),22 N 34,88 E 22,Raakhee Gulzar,Calcutta,bollywood,5.5,23:30:00
676,"Saturday, November 16, 1963",Dirty Data,23 N 47,86 E 32,Meenakshi Seshadri,Dhanbad,bollywood,5.5,12:00:00
677,"Tuesday, October 29, 1974",Unknown,18 N 58,72 E 50,Akashdeep Saighal,Mumbai,bollywood,5.5,12:00:00
678,"Tuesday, October 22, 1935",Unknown,34 N 30,69 E 13,Kader Khan,Kabul,bollywood,4.5,12:00:00
679,"Sunday, October 22, 1967",Unknown,18 N 58,72 E 50,Kitu Gidwani,Mumbai,bollywood,5.5,12:00:00
680,"Saturday, October 14, 1961",Kundli Sangraha (Bhat),30 N 43,76 E 47,Parmeet Sethi,Punjab,bollywood,5.5,12:00:00
681,"Monday, October 01, 1979",Unknown,22 N 42,75 E 54,Shraddha Nigam,Indore,bollywood,5.5,12:00:00
682,"Tuesday, September 29, 1970",Unknown,18 N 58,72 E 50,Khushboo,Mumbai,bollywood,5.5,12:00:00
683,"Monday, September 25, 1939",Unknown,13 N 0,77 E 35,Feroz Khan,Bangalore,bollywood,5.5,12:00:00
684,"Saturday, September 19, 1964",Unknown,33 N 18,83 W 40,Trisha,Monticello (GA),bollywood,-4.0,21:23:00
685,"Friday, September 19, 1980",Unknown,16 N 34,80 E 40,Meghna Naidu,Vijayawada,bollywood,5.5,12:00:00
686,"Friday, September 17, 1965",Unknown,18 N 58,72 E 50,Sanjay Kapoor,Mumbai,bollywood,5.5,12:00:00
687,"Thursday, September 16, 1971",Unknown,30 N 4,79 E 18,Prasoon Joshi,Uttarakhand,bollywood,5.5,12:00:00
688,"Thursday, September 13, 1973",Unknown,27 N 2,88 E 20,Mahima Chaudhry,Darjeeling,bollywood,5.5,12:00:00
689,"Friday, July 16, 1982",Unknown,18 N 58,72 E 50,Aamna Sharif,Mumbai,bollywood,5.5,12:00:00
690,"Sunday, August 01, 1976",Unknown,23 N 3,72 E 40,Amar Upadhyay,Ahmedabad,bollywood,5.5,12:00:00
691,"Monday, September 11, 1972",Unknown,18 N 58,72 E 50,Tulip Joshi,Mumbai,bollywood,5.5,12:00:00
692,"Saturday, March 22, 1986",Unknown,22 N 17,114 E 9,Isabel Kaif,Hong Kong,bollywood,8.0,12:00:00
693,"Sunday, December 23, 1990",Unknown,18 N 58,72 E 50,Sonali Raut,Mumbai,bollywood,5.5,12:00:00
694,"Tuesday, April 07, 1942",Unknown,31 N 35,74 E 56,Jeetendra,Amritsar,bollywood,5.5,12:00:00
695,"Saturday, August 30, 1980",Unknown,13 N 0,77 E 35,Richa Pallod,Bangalore,bollywood,5.5,12:00:00
696,"Thursday, November 30, 1989",Unknown,11 N 7,75 E 53,Aparna Nair,Tenhipalam,bollywood,5.5,12:00:00
697,"Sunday, November 16, 1997",Unknown,28 N 39,77 E 13,Ritu Barmecha,Delhi,bollywood,5.5,12:00:00
698,"Saturday, June 09, 1984",Unknown,18 N 58,72 E 50,Pallavi Subhash,Mumbai,bollywood,5.5,12:00:00
699,"Friday, December 26, 1980",Unknown,17 N 22,78 E 26,Tanu Roy,Hyderabad,bollywood,5.5,12:00:00
700,"Friday, February 03, 1989",Unknown,19 N 21,84 E 51,Sulagna Panigrahi,Brahmapur,bollywood,5.5,12:00:00
701,"Thursday, March 22, 1984",Unknown,11 N 0,76 E 58,Pooja Ramachandran,Coimbatore,bollywood,5.5,12:00:00
702,"Tuesday, October 15, 1946",Unknown,22 N 30,88 E 20,Victor Banerjee,Calcutta,bollywood,5.5,12:00:00
703,"Monday, July 08, 1985",Unknown,26 N 7,85 E 23,Richa Soni,Muzaffarpur,bollywood,5.5,12:00:00
704,"Thursday, August 15, 1929",Unknown,22 N 30,88 E 20,Pramod Chakravorty,Calcutta,bollywood,5.5,12:00:00
705,"Tuesday, March 17, 1987",Unknown,18 N 58,72 E 50,Nikitin Dheer,Mumbai,bollywood,5.5,12:00:00
706,"Sunday, August 14, 1977",Unknown,28 N 39,77 E 13,Gautam Rode,Delhi,bollywood,5.5,12:00:00
707,"Saturday, September 08, 1956",Unknown,22 N 30,88 E 20,Sabyasachi Chakrabarty,Calcutta,bollywood,5.5,12:00:00
708,"Sunday, January 09, 1983",Unknown,18 N 58,72 E 50,Sharad Malhotra,Mumbai,bollywood,5.5,12:00:00
709,"Thursday, April 22, 1965",Unknown,18 N 58,72 E 50,Atul Kasbekar,Mumbai,bollywood,5.5,12:00:00
710,"Thursday, May 07, 1987",Unknown,34 N 0,118 W 15,Siddharth Mallya,Los angeles,bollywood,-5.0,12:00:00
711,"Wednesday, November 30, 1983",Unknown,22 N 30,88 E 20,Priyanka Kothari,Calcutta,bollywood,5.5,12:00:00
712,"Wednesday, August 24, 1983",Unknown,26 N 50,80 E 54,Aditi Sharma,Lucknow,bollywood,5.5,12:00:00
713,"Monday, January 01, 1979",Unknown,18 N 35,79 E 19,Udaya Bhanu,Sultanabad,bollywood,5.5,12:00:00
714,"Monday, July 07, 1986",Unknown,18 N 58,72 E 50,Shweta Pandit,Mumbai,bollywood,5.5,12:00:00
715,"Tuesday, July 21, 1987",Unknown,18 N 58,72 E 50,Rachana Maurya,Mumbai,bollywood,5.5,12:00:00
716,"Friday, October 21, 1983",Unknown,17 N 22,78 E 26,Poonam Kaur,Hyderabad,bollywood,5.5,12:00:00
717,"Monday, August 17, 1987",Unknown,28 N 36,77 E 12,Shraddha Arya,New Delhi,bollywood,5.5,12:00:00
718,"Monday, May 28, 1979",Unknown,27 N 9,78 E 0,Archana Gupta,Agra,bollywood,5.5,12:00:00
719,"Tuesday, September 05, 1989",Unknown,18 N 58,72 E 50,Poonam Bajwa,Mumbai,bollywood,5.5,12:00:00
720,"Monday, June 17, 1985",Unknown,13 N 0,77 E 35,Sindhu Menon,Bangalore,bollywood,5.5,12:00:00
721,"Thursday, January 01, 1987",Unknown,43 N 10,131 E 53,Swathi Reddy,Vladivostok,bollywood,3.0,12:00:00
722,"Tuesday, July 20, 1999",Unknown,52 N 30,1 W 50,Nikesha Patel,Birmingham,bollywood,0.0,12:00:00
723,"Sunday, March 06, 1988",Unknown,28 N 39,77 E 13,Isha Chawla,Delhi,bollywood,5.5,12:00:00
724,"Wednesday, March 04, 1987",Unknown,18 N 58,72 E 50,Shraddha Das,Mumbai,bollywood,5.5,12:00:00
725,"Saturday, December 08, 1984",Unknown,18 N 34,73 E 58,Hamsa Nandini,Pune,bollywood,5.5,12:00:00
726,"Saturday, March 31, 1984",Unknown,13 N 0,77 E 35,Rakshita,Bangalore,bollywood,5.5,12:00:00
727,"Tuesday, April 23, 1974",Unknown,30 N 43,76 E 47,Shweta Menon,Chandigarh,bollywood,5.5,12:00:00
728,"Friday, July 21, 1989",Unknown,19 N 10,83 E 28,Varun Sandesh,Rayagaha,bollywood,5.5,12:00:00
729,"Friday, January 11, 1991",Unknown,22 N 47,86 E 12,Shweta Prasad,Jamshedpur,bollywood,5.5,12:00:00
730,"Wednesday, November 14, 1984",Unknown,25 N 56,50 E 36,Mamta Mohandas,Bahrain,bollywood,3.0,12:00:00
731,"Saturday, October 27, 1973",Unknown,26 N 46,82 E 8,Pooja Batra,Faizabad,bollywood,5.5,12:00:00
732,"Friday, July 28, 1972",Unknown,25 N 57,87 E 22,Ayesha Jhulka,Srinagar,bollywood,5.5,12:00:00
733,"Thursday, April 20, 1972",Unknown,18 N 58,72 E 50,Mamta Kulkarni,Mumbai,bollywood,5.5,12:00:00
734,"Thursday, March 17, 1977",Unknown,18 N 58,72 E 50,Kartika Rane,Mumbai,bollywood,5.5,12:00:00
735,"Monday, May 16, 1983",Unknown,30 N 19,78 E 3,Kulraj Randhawa,Dehradun,bollywood,5.5,12:00:00
736,"Wednesday, November 18, 1987",Unknown,30 N 15,66 E 55,Humaima Malik,Quetta,bollywood,5.0,12:00:00
737,"Monday, July 16, 1984",Unknown,30 N 43,76 E 47,Surveen Chawla,Chandigarh,bollywood,5.5,12:00:00
738,"Monday, March 01, 1926",Unknown,9 N 22,78 E 57,Haji Mastan,Panaikulam,bollywood,5.5,12:00:00
739,"Tuesday, September 01, 1970",Unknown,13 N 5,80 E 18,Padma Lakshmi,Chennai,bollywood,5.5,12:00:00
740,"Monday, August 26, 1968",Unknown,18 N 58,72 E 50,Madhur Bhandarkar,Mumbai,bollywood,5.5,12:00:00
741,"Monday, November 12, 1984",Unknown,22 N 31,88 E 19,Bhairavi Goswami,South Suburban,bollywood,5.5,12:00:00
742,"Wednesday, February 25, 1948",Unknown,27 N 20,88 E 39,Danny Denzongpa,Gangtok,bollywood,5.5,12:00:00
743,"Friday, August 25, 1989",Unknown,18 N 58,72 E 50,Daisy Shah,Mumbai,bollywood,5.5,12:00:00
744,"Friday, January 01, 1988",Unknown,13 N 5,80 E 18,Rochelle Rao,Chennai,bollywood,5.5,12:00:00
745,"Saturday, November 01, 1986",Unknown,26 N 50,80 E 54,Radhika Kumaraswamy,Lucknow,bollywood,5.5,12:00:00
746,"Wednesday, February 14, 1990",Unknown,28 N 39,77 E 13,Deeksha Seth,Delhi,bollywood,5.5,12:00:00
747,"Thursday, February 02, 1989",Unknown,25 N 57,87 E 22,Sandeepa Dhar,Srinagar,bollywood,5.5,12:00:00
748,"Friday, March 02, 1990",Unknown,18 N 58,72 E 50,Tiger Shroff,Mumbai,bollywood,5.5,12:00:00
749,"Friday, July 27, 1990",Unknown,28 N 36,77 E 12,Kriti Sanon,New Delhi,bollywood,5.5,12:00:00
750,"Friday, February 09, 1968",Unknown,28 N 36,77 E 12,Rahul Roy,New Delhi,bollywood,5.5,12:00:00
751,"Wednesday, January 24, 1945",Unknown,21 N 10,79 E 12,Subhash Ghai,Nagpur,bollywood,5.5,12:00:00
752,"Friday, February 26, 1937",Unknown,18 N 58,72 E 50,Manmohan Desai,Mumbai,bollywood,5.5,12:00:00
753,"Tuesday, November 12, 1940",Unknown,34 N 2,71 E 37,Amjad Khan,Peshawar,bollywood,5.0,12:00:00
754,"Monday, September 14, 1914",Unknown,25 N 23,68 E 36,G. P. Sippy,Hyderabad,bollywood,5.0,12:00:00
755,"Friday, March 18, 1966",Unknown,18 N 58,72 E 50,Sajid Nadiadwala,Mumbai,bollywood,5.5,12:00:00
756,"Thursday, January 22, 1970",Unknown,18 N 58,72 E 50,Ashwini Kalsekar,Mumbai,bollywood,5.5,12:00:00
757,"Thursday, August 17, 1950",Unknown,24 N 33,80 E 50,Sharat Saxena,Satna,bollywood,5.5,12:00:00
758,"Monday, January 01, 1962",Unknown,18 N 58,72 E 50,Amole Gupte,Mumbai,bollywood,5.5,12:00:00
759,"Saturday, January 04, 1992",Unknown,27 N 14,95 E 24,Koyal Rana,Jaipur,bollywood,5.5,12:00:00
760,"Monday, January 01, 1973",Unknown,18 N 58,72 E 50,Ritesh Sidhwani,Mumbai,bollywood,5.5,12:00:00
761,"Sunday, March 28, 1976",Unknown,26 N 18,73 E 8,Chitrangada Singh,Jodhpur,bollywood,5.5,12:00:00
762,"Saturday, February 15, 1964",Unknown,16 N 6,78 E 20,Ashutosh Gowariker,Kolhapur,bollywood,5.5,12:00:00
763,"Friday, September 15, 1967",Unknown,13 N 5,80 E 18,Ramya Krishnan,Chennai,bollywood,5.5,12:00:00
764,"Sunday, April 04, 1976",Unknown,18 N 58,72 E 50,Simran Bagga,Mumbai,bollywood,5.5,12:00:00
765,"Tuesday, June 04, 1946",Unknown,14 N 29,80 E 0,S. P. Balasubrahmanyam,"Konetammapeta, Nellore",bollywood,5.5,12:00:00
766,"Saturday, July 20, 1968",Unknown,9 N 14,77 E 24,S. J. Surya,Vasudevanallur,bollywood,5.5,12:00:00
767,"Thursday, January 23, 1947",Unknown,24 N 53,67 E 0,Ramesh Sippy,Karachi,bollywood,5.0,12:00:00
768,"Thursday, September 08, 1966",Unknown,28 N 36,77 E 12,Suhaib Ilyasi,New Delhi,bollywood,5.5,12:00:00
769,"Friday, January 01, 1988",Unknown,18 N 58,72 E 50,Nisha Yadav,Mumbai,bollywood,5.5,12:00:00
770,"Monday, May 30, 1983",Unknown,18 N 58,72 E 50,Krishna Abhishek,Mumbai,bollywood,5.5,12:00:00
771,"Wednesday, June 24, 1970",Unknown,28 N 39,77 E 13,Atul Agnihotri,Delhi,bollywood,5.5,12:00:00
772,"Wednesday, February 19, 1964",Unknown,28 N 36,77 E 12,Sonu Walia,New Delhi,bollywood,5.5,12:00:00
773,"Wednesday, August 18, 1976",Unknown,25 N 26,77 E 39,Sangita Ghosh,Shivpuri,bollywood,5.5,12:00:00
774,"Thursday, March 25, 1976",Unknown,24 N 53,67 E 0,Somy Ali,Karachi,bollywood,5.0,12:00:00
775,"Friday, July 09, 1965",Unknown,18 N 58,72 E 50,Sangeeta Bijlani,Mumbai,bollywood,5.5,12:00:00
776,"Thursday, November 13, 1980",Unknown,30 N 43,76 E 47,Harman Baweja,Chandigarh,bollywood,5.5,12:00:00
777,"Wednesday, June 09, 1976",Unknown,18 N 58,72 E 50,Ameesha Patel,Mumbai,bollywood,5.5,12:00:00
778,"Friday, August 09, 1991",Unknown,12 N 54,74 E 51,Hansika Motwani,Mangalore,bollywood,5.5,12:00:00
779,"Saturday, September 02, 1972",Unknown,18 N 58,72 E 50,Sonam,Mumbai,bollywood,5.5,12:00:00
780,"Thursday, November 20, 1980",Unknown,13 N 5,80 E 18,Shalini Kumar,Chennai,bollywood,5.5,12:00:00
781,"Saturday, May 03, 1986",Unknown,22 N 30,88 E 20,Pooja Chopra,Calcutta,bollywood,5.5,12:00:00
782,"Tuesday, December 10, 1985",Unknown,18 N 58,72 E 50,Kamna Jethmalani,Mumbai,bollywood,5.5,12:00:00
783,"Thursday, February 08, 1990",Unknown,29 S 49,31 E 1,Ishita Sharma,Durban,bollywood,2.0,12:00:00
784,"Monday, September 30, 1985",Unknown,28 N 39,77 E 13,Shweta Bhardwaj,Delhi,bollywood,5.5,12:00:00
785,"Sunday, October 18, 1987",Unknown,18 N 58,72 E 50,Shazahn Padamsee,Mumbai,bollywood,5.5,12:00:00
786,"Friday, January 06, 1989",Unknown,25 N 32,76 E 22,Piaa Bajpai,Etawah,bollywood,5.5,12:00:00
787,"Saturday, April 23, 1988",Unknown,11 N 15,75 E 46,Parvathi,Kozhikonde,bollywood,5.5,12:00:00
788,"Monday, July 06, 1981",Unknown,18 N 58,72 E 50,Nikita Thukral,Mumbai,bollywood,5.5,12:00:00
789,"Thursday, May 11, 1989",Unknown,18 N 58,72 E 50,Adah Sharma,Mumbai,bollywood,5.5,12:00:00
790,"Saturday, November 01, 1986",Unknown,29 N 41,76 E 59,Kutty Radhika,Karnal,bollywood,5.5,12:00:00
791,"Saturday, July 12, 1986",Unknown,50 N 7,8 E 40,Evelyn Sharma,Frankfurt,bollywood,1.0,12:00:00
792,"Sunday, January 24, 1982",Unknown,18 N 58,72 E 50,Rahul Bhatt,Mumbai,bollywood,5.5,12:00:00
793,"Tuesday, December 18, 2001",Internet,37 S 28,72 W 23,Billie Eilish,Los Angeles,bollywood,-4.0,11:30:00
794,"Thursday, December 7, 1989",Dirty Data,33 N 22,93 W 43,Caleb Landry Jones,Garland,bollywood,-5.0,12:00:00
795,"Monday, December 23, 2002",Internet,49 N 13,123 W 10,Finn Wolfhard,Vancouver,bollywood,-5.0,23:30:00
796,"Saturday, September 12, 1981",Dirty Data,26 N 50,80 E 54,Roshan Prince,Lucknow,bollywood,5.5,12:00:00
797,"Thursday, January 7, 1971",Internet,35 N 7,117 W 59,Jeremy Renner,California,musician,-5.0,11:06:00
798,"Tuesday, January 13, 1976",Dirty Data,41 N 51,87 W 39,Michael Pena,Chicago,musician,-5.0,12:00:00
799,"Tuesday, February 20, 1990",Dirty Data,11 N 0,76 E 58,Aadhi Hiphop Tamizha,Coimbatore,musician,5.5,12:00:00
800,"Sunday, July 07, 1968",Unknown,40 N 42,74 W 0,Jorja Fox,New york,musician,-5.0,12:00:00
801,"Wednesday, July 08, 1936",Internet,41 N 40,86 W 15,David Lee Jones,"86 W 15, 41 N 40",musician,-6.0,08:15:00
802,"Tuesday, November 03, 1987",Web,40 N 45,111 W 53,Elizabeth Smart,Salt Lake City UT,musician,-7.0,13:03:00
803,"Tuesday, October 29, 1946",Internet,51 N 32,0 W 3,Peter Green,"0 E 3, 51 N 32",musician,0.0,21:58:59
804,"Sunday, October 10, 1948",Internet,32 N 42,117 W 9,Michael Lewis,"117 W 9, 32 N 42",musician,-8.0,16:00:00
805,"Friday, March 21, 1913",Unknown,25 N 33,84 E 9,Ustad Bismillah Khan,Dumraon,musician,5.5,12:00:00
806,"Sunday, September 10, 1950",Internet,42 N 42,71 W 9,Joe Perry,"71 W 9, 42 N 42",musician,-5.0,23:19:59
807,"Monday, September 09, 1901",Internet,52 N 35,0 E 15,James Blades,"0 E 15, 52 N 35",musician,0.0,02:00:00
808,"Tuesday, September 05, 1939",Internet,32 N 42,117 W 9,John Stewart,"117 W 9, 32 N 42",musician,-8.0,00:32:00
809,"Monday, September 05, 1994",Internet,51 N 29,0 E 10,Son Stewart,"0 E 10, 51 N 29",musician,0.0,21:30:00
810,"Friday, August 18, 1967",Unknown,25 N 37,85 E 12,Daler Mehndi,Patna,musician,5.5,12:00:00
811,"Wednesday, August 13, 1930",Internet,21 N 19,157 W 52,Don Ho,"157 W 52, 21 N 19",musician,-10.5,01:00:00
812,"Monday, February 28, 1944",Unknown,25 N 58,76 E 9,Ravindra Jain,Aligarh,musician,5.5,12:00:00
813,"Tuesday, March 03, 1931",Unknown,28 N 2,79 E 7,Ustad Ghulam Mustafa Khan,Budaun,musician,5.5,12:00:00
814,"Saturday, August 01, 1942",Internet,37 N 46,122 W 25,Jerry Garcia,"122 W 25, 37 N 46",musician,-8.0,12:05:00
815,"Thursday, July 31, 1958",Internet,46 N 46,92 W 6,Bill Berry,"92 W 6, 46 N 46",musician,-6.0,14:36:59
816,"Tuesday, July 04, 1826",Internet,40 N 25,79 W 59,Stephen Foster,"79 W 59, 40 N 25",musician,-5.25,12:30:00
817,"Saturday, June 20, 1942",Internet,33 N 57,118 W 20,Brian Wilson,"118 W 20, 33 N 57",musician,-8.0,03:45:00
818,"Sunday, January 17, 1706",Internet,42 N 21,71 W 3,Benjamin Franklin,"71 W 3, 42 N 21",musician,-4.75,10:30:00
819,"Friday, January 10, 1941",Internet,55 N 52,4 W 1,Thomas Clarke,"4 W 1, 55 N 52",musician,0.0,08:30:00
820,"Sunday, January 09, 1944",Internet,51 N 28,0 E 22,Jimmy Page,"0 E 22, 51 N 28",musician,0.0,04:00:00
821,"Tuesday, January 06, 1953",Internet,55 N 53,4 W 15,Malcolm Young,"4 W 15, 55 N 53",musician,0.0,14:05:00
822,"Thursday, December 31, 1936",Internet,42 N 20,83 W 3,Jerry Grant,"83 W 3, 42 N 20",musician,-5.0,23:50:00
823,"Saturday, December 28, 1946",Internet,30 N 5,94 W 6,Edgar Winter,"94 W 6, 30 N 5",musician,-6.0,19:35:00
824,"Friday, December 19, 1941",Internet,35 N 7,90 W 3,Maurice White,"90 W 3, 35 N 7",musician,-6.0,08:27:59
825,"Saturday, December 18, 1943",Internet,51 N 27,0 E 14,Keith Richards,"0 E 14, 51 N 27",musician,0.0,06:00:00
826,"Wednesday, December 17, 1958",Internet,33 N 46,117 W 51,Mike Mills,"117 W 51, 33 N 46",musician,-8.0,10:34:59
827,"Tuesday, December 16, 1930",Internet,39 N 21,74 W 25,Sam Most,"74 W 25, 39 N 21",musician,-5.0,04:00:00
828,"Monday, December 11, 1944",Internet,33 N 46,84 W 20,Brenda Lee,"84 W 20, 33 N 46",musician,-5.0,15:24:00
829,"Wednesday, December 05, 1928",Internet,41 N 38,87 W 29,Gene Allen,"87 W 29, 41 N 38",musician,-6.0,20:00:00
830,"Monday, December 04, 1944",Internet,34 N 3,118 W 15,Dennis Wilson,"118 W 15, 34 N 3",musician,-8.0,22:55:59
831,"Tuesday, December 04, 1951",Internet,40 N 50,73 W 54,David Troy,"73 W 54, 40 N 50",musician,-5.0,11:30:00
832,"Saturday, November 30, 1929",Web,40 N 56,73 W 50,Dick Clark,Bronxville,musician,-5.0,04:50:00
833,"Thursday, November 17, 1966",Internet,34 N 3,118 W 14,Jeff Buckley,"118 W 14, 34 N 3",musician,-8.0,10:40:00
834,"Thursday, November 13, 1947",Internet,33 N 22,104 W 31,William Anderson,"104 W 31, 33 N 22",musician,-7.0,07:41:00
835,"Wednesday, October 28, 1936",Internet,34 N 14,77 W 54,Charlie Daniels,"77 W 54, 34 N 14",musician,-5.0,04:00:00
836,"Thursday, October 25, 1962",Internet,44 N 57,93 W 6,Chad Smith,"93 W 6, 44 N 57",musician,-6.0,08:05:00
837,"Saturday, October 17, 1942",Internet,31 N 57,98 W 43,Jimmy Seals,"98 W 43, 31 N 57",musician,-6.0,14:00:00
838,"Wednesday, April 07, 1920",765 Notable Horoscopes,25 N 20,83 E 0,Ravi Shankar-1,Varanasi,musician,5.5,10:13:00
839,"Sunday, October 16, 1938",Internet,50 N 56,6 E 58,Nico,"6 E 58, 50 N 56",musician,1.0,17:30:00
840,"Tuesday, October 15, 1946",Internet,41 N 17,72 W 54,Richard Carpenter,"72 W 54, 41 N 17",musician,-5.0,00:53:00
841,"Monday, June 19, 1950",Internet,32 N 42,117 W 19,Ann Wilson,"117 W 9, 32 N 42",musician,-8.0,17:19:59
842,"Sunday, October 08, 1950",Internet,41 N 4,80 W 37,Robert Bell,"80 W 37, 41 N 4",musician,-5.0,20:25:00
843,"Tuesday, February 05, 1935",Internet,55 N 53,4 W 15,Alex Harvey,"4 W 15, 55 N 53",musician,0.0,07:15:00
844,"Saturday, October 03, 1936",Internet,40 N 46,73 W 59,Steve Reich,"73 W 59, 40 N 46",musician,-5.0,18:21:00
845,"Sunday, December 16, 1770",Kundli Sangraha (Tendulkar),50 N 44,7 E 6,Ludwig Van Beethoven,Bonn,musician,1.0,14:19:36
846,"Wednesday, October 09, 1940",765 Notable Horoscopes,54 N 0,2 E 0,John Lennon-1,"54 N 0 , 2 E 0",musician,1.0,07:00:00
847,"Wednesday, October 09, 1940",Web,53 N 25,2 W 55,John Lennon,Liverpool,musician,1.0,18:30:00
848,"Tuesday, October 09, 1945",765 Notable Horoscopes,26 N 12,78 E 9,Amjad Ali Khan-1,Gwalior,musician,5.5,11:40:00
849,"Wednesday, May 09, 1945",Kundli Sangraha (Tendulkar),26 N 12,78 E 9,Amjad Ali Khan,Gwalior,musician,6.5,23:00:00
850,"Monday, September 26, 1898",Internet,40 N 38,73 W 56,George Gershwin,"73 W 56, 40 N 38",musician,-5.0,11:08:59
851,"Monday, September 25, 1972",Unknown,18 N 58,72 E 50,Rahul Sharma Musician,Mumbai,musician,5.5,12:00:00
852,"Friday, September 23, 1949",Web,40 N 15,74 W 16,Bruce Springsteen,Freehold NJ,musician,-4.0,22:50:00
853,"Thursday, September 23, 1926",Unknown,34 N 53,79 W 42,John Coltrane,"79 W 42, 34 N 53",musician,-5.0,17:00:00
854,"Thursday, September 21, 1972",Unknown,53 N 25,2 W 12,Liam Gallagher,Burnage,musician,1.0,12:00:00
855,"Friday, September 21, 1934",Unknown,45 N 31,73 W 34,Leonard Cohen,"73 W 34, 45 N 31",musician,-5.0,06:45:00
856,"Saturday, September 12, 1981",Unknown,41 N 51,87 W 39,Jennifer Hudson,Chicago,musician,-5.0,12:00:00
857,"Wednesday, April 29, 1936",Kundli Sangraha (Tendulkar),18 N 58,72 E 50,Zubin Mehta,Mumbai,musician,5.5,02:50:00
